uID,Season,Grid,Species,ID,Capture_type,Date_capture,Station,Trap_type,SVL_mm
1053,8,MP1,wm,S8-MP1-3,Marked,24/03/2021,c2,Pitfall,67
1054,8,MP1,wm,S8-MP1-4,Marked,24/03/2021,e1,Pitfall,61
1055,8,MP1,wm,S8-MP1-5,Marked,24/03/2021,e1,Pitfall,64
1056,8,WP2,wm,S8-WP2-13,Marked,24/03/2021,b6,Onduline,69
1057,8,WP2,wm,,Observed,24/03/2021,b6,Onduline,
1058,8,WP2,wm,,Observed,24/03/2021,b4,Onduline,
1059,8,WP2,wm,S8-WP2-0,Marked,24/03/2021,a2,Onduline,49
1060,8,WP2,wm,S8-WP2-14,Marked,24/03/2021,d3,Pitfall,64
1061,8,WP2,wm,,Observed,24/03/2021,d5,Onduline,
1062,8,WP2,wm,,Observed,24/03/2021,e5,Onduline,
1063,8,WP2,op,WP2-02(35)2,Marked,24/03/2021,f2,Pitfall,66
1064,8,WP2,op,WP2-2(35)00,Marked,24/03/2021,b6,Pitfall,60
1065,8,WP2,op,WP2-2300,Marked,24/03/2021,c1,Pitfall,58
1066,8,WP3,wm,S8-WP3-6,Marked,24/03/2021,a4,Onduline,55
1067,8,WP3,wm,S8-WP3-4,Marked,24/03/2021,b4,Pitfall,51
1068,8,WP3,wm,,Observed,24/03/2021,e5,Pitfall,
1069,8,WP3,wm,,Observed,24/03/2021,d4,Onduline,
1070,8,WP3,op,WP3-020(24),Marked,24/03/2021,c3,Pitfall,54
1071,8,MP2,wm,S8-MP2-(8) * *,Marked,25/03/2021,a4,Onduline,48
1072,8,MP2,op,,Dead,25/03/2021,e4,Onduline,
1073,8,MP2,wm,S8-MP2-13,Marked,25/03/2021,f2,Pitfall,68
1074,8,MP2,wm,S8-MP2-14,Marked,25/03/2021,f2,Pitfall,69
1075,8,MP2,wm,S8-MP2-15,Marked,25/03/2021,f4,Pitfall,65
1076,8,MP2,wm,,Observed,25/03/2021,f6,Pitfall,
1077,8,MP2,op,MP2-00(34)0,Marked,25/03/2021,c2,Pitfall,55
1078,8,MP2,op,MP2-0(25)02,Marked,25/03/2021,a3,Pitfall,54
1079,8,MP2,op,MP2-(235)320,Marked,25/03/2021,c4,Pitfall,64
1080,8,MP2,op,MP2-00(35)0,Marked,25/03/2021,b4,Pitfall,66
1081,8,MP2,op,MP2-20(25)0,Marked,25/03/2021,d1,Pitfall,55
1082,8,MP2,op,MP2-3005,Marked,25/03/2021,b1,Pitfall,59
1083,8,MP1,wm,S8-MP1-5,Marked,25/03/2021,d6,Pitfall,64
1084,8,MP1,op,,Observed,25/03/2021,d5,Pitfall,
1085,8,MP1,wm,S8-MP1-4,Marked,25/03/2021,b1,Pitfall,61
1086,8,MP1,wm,S8-MP1-6,Marked,25/03/2021,f1,Pitfall,70
1087,8,MP1,wm,S8-MP1-7,Marked,25/03/2021,a1,Pitfall,68
1088,8,MP1,op,MP1-(23)002,Marked,25/03/2021,b2,Pitfall,54
1089,8,WP2,wm,S8-WP2-15,Marked,25/03/2021,e1,Pitfall,67
1090,8,WP2,wm,S8-WP2-***,Marked,25/03/2021,f4,Pitfall,45
1091,8,WP2,wm,S8-WP2-16,Marked,25/03/2021,f1,Pitfall,60
1092,8,WP2,wm,S8-WP2-17,Marked,25/03/2021,f2,Pitfall,61
1093,8,WP2,wm,S8-WP2-18,Marked,25/03/2021,f2,Pitfall,62
1094,8,WP2,wm,,Observed,25/03/2021,f1,Onduline,
1095,8,WP2,op,WP2-0300,Marked,25/03/2021,e4,Pitfall,57
1096,8,WP2,op,WP2-(34)2(34)0,Marked,25/03/2021,e1,Pitfall,68
1097,8,WP2,op,WP2-20(25)0,Marked,25/03/2021,c1,Pitfall,60
1098,8,WP2,op,WP2-300(25),Marked,25/03/2021,e1,Pitfall,61
1099,8,WP3,wm,S8-WP3-7,Marked,25/03/2021,f1,Pitfall,65
1100,8,WP3,wm,S8-WP3-*,Marked,25/03/2021,e4,Onduline,30
1101,8,WP3,wm,S8-WP3-8,Marked,25/03/2021,e3,Pitfall,67
1102,8,WP3,wm,S8-WP3-**,Marked,25/03/2021,d5,Pitfall,29
1103,8,WP3,wm,S8-WP3-***,Marked,25/03/2021,d5,Pitfall,30
1104,8,WP3,wm,S8-WP3-9,Marked,25/03/2021,f5,Pitfall,65
1105,8,WP3,wm,S8-WP3-10,Marked,25/03/2021,c6,Pitfall,66
1106,8,WP3,op,WP3-020(24),Marked,25/03/2021,c1,Pitfall,56
1107,8,WP3,op,WP3-0300,Marked,25/03/2021,d2,Pitfall,35
1108,8,MP2,wm,,Observed,26/03/2021,c6,Onduline,
1109,8,MP2,wm,S8-MP2-16,Marked,26/03/2021,f3,Pitfall,71
1110,8,MP2,wm,S8-MP2-17,Marked,26/03/2021,f3,Pitfall,71
1111,8,MP2,op,MP2-00(24)(24),Marked,26/03/2021,b2,Pitfall,55
1112,8,MP2,op,MP2-0(23)30,Marked,26/03/2021,c3,Pitfall,57
1113,8,MP2,op,MP2-0(24)(24)0,Marked,26/03/2021,c1,Pitfall,56
1114,8,MP2,op,MP2-0344,Marked,26/03/2021,d1,Pitfall,60
1115,8,MP2,op,MP2-(35)200,Marked,26/03/2021,f3,Pitfall,55
1116,8,MP2,op,MP2-3005,Marked,26/03/2021,c2,Pitfall,59
1117,8,MP2,op,MP2-4300,Marked,26/03/2021,a3,Pitfall,64
1118,8,MP1,wm,S8-MP1-8,Marked,26/03/2021,a6,Pitfall,62
1119,8,MP1,wm,S8-MP1-7,Marked,26/03/2021,b1,Onduline,68
1120,8,MP1,wm,S8-MP1-9,Marked,26/03/2021,b1,Pitfall,69
1121,8,MP1,wm,S8-MP1-10,Marked,26/03/2021,b1,Onduline,67
1122,8,MP1,op,MP1-0(24)(24)0,Marked,26/03/2021,c5,Pitfall,50
1123,8,MP1,op,MP1-(34)300,Marked,26/03/2021,c3,Pitfall,52
1124,8,WP2,wm,S8-WP2-12,Marked,26/03/2021,e1,Pitfall,63
1125,8,WP2,op,WP2-00(23)5,Marked,26/03/2021,a2,Pitfall,72
1126,8,WP2,op,WP2-00(34)5,Marked,26/03/2021,b2,Pitfall,64
1127,8,WP2,op,WP2-00(35)(13),Marked,26/03/2021,f2,Pitfall,67
1128,8,WP2,op,WP2-0(24)(24)0,Marked,26/03/2021,b6,Pitfall,52
1129,8,WP2,op,WP2-(34)004,Marked,26/03/2021,b1,Pitfall,55
1130,8,WP2,op,WP2-0(34)0(34),Marked,26/03/2021,b1,Pitfall,65
1131,8,WP2,op,WP2-0(35)0(35),Marked,26/03/2021,b1,Pitfall,55
1132,8,WP2,op,WP2-0252,Marked,26/03/2021,e2,Pitfall,
1133,8,WP2,op,WP2-03(12)0,Marked,26/03/2021,e5,Pitfall,57
1134,8,WP2,op,WP2-0400,Marked,26/03/2021,c4,Pitfall,34
1135,8,WP2,op,WP2-(35)400,Marked,26/03/2021,b1,Pitfall,58
1136,8,WP2,op,WP2-2(24)03,Marked,26/03/2021,f1,Pitfall,63
1137,8,WP2,op,WP2-2300,Marked,26/03/2021,e1,Pitfall,58
1138,8,WP2,op,WP2-300(25),Marked,26/03/2021,e1,Pitfall,61
1139,8,WP2,op,WP2-30(13)0,Marked,26/03/2021,e5,Pitfall,53
1140,8,WP2,op,WP2-500(13),Marked,26/03/2021,b2,Pitfall,62
1141,8,WP3,op,,Observed,26/03/2021,a1,Onduline,
1142,8,WP3,wm,S8-WP3-11,Marked,26/03/2021,a3,Pitfall,63
1143,8,WP3,wm,S8-WP3-12,Marked,26/03/2021,b6,Pitfall,65
1144,8,WP3,wm,,Observed,26/03/2021,d4,Onduline,
1145,8,WP3,op,WP3-0(24)(24)0,Marked,26/03/2021,c1,Pitfall,59
1146,8,WP3,op,WP3-(35)20(35),Marked,26/03/2021,b6,Pitfall,50
1147,8,MP2,wm,,Observed,27/03/2021,b1,Onduline,
1148,8,MP2,wm,S8-MP2-18,Marked,27/03/2021,d3,Pitfall,70
1149,8,MP2,wm,S8-MP2-- -,Marked,27/03/2021,f1,Onduline,31
1150,8,MP2,op,MP2-0(23)00,Marked,27/03/2021,d6,Pitfall,34
1151,8,MP2,op,MP2-2(23)40,Marked,27/03/2021,a3,Pitfall,60
1152,8,MP2,op,MP2-3(23)40,Marked,27/03/2021,f6,Pitfall,63
1153,8,MP2,op,MP2-020(35),Marked,27/03/2021,d6,Pitfall,50
1154,8,MP2,op,MP2-400(34),Marked,27/03/2021,c2,Pitfall,55
1155,8,MP2,op,MP2-4(35)00,Marked,27/03/2021,a3,Pitfall,57
1156,8,MP1,wm,S8-MP1-11,Marked,27/03/2021,b6,Pitfall,68
1157,8,MP1,wm,S8-MP1-12,Marked,27/03/2021,a5,Pitfall,65
1158,8,MP1,wm,S8-MP1-10,Marked,27/03/2021,a1,Pitfall,67
1159,8,MP1,wm,S8-MP1-9,Marked,27/03/2021,a1,Pitfall,69
1160,8,MP1,op,MP1-(34)300,Marked,27/03/2021,a1,Pitfall,52
1161,8,MP1,op,MP1-2(23)40,Marked,27/03/2021,a1,Pitfall,51
1162,8,WP2,wm,S8-WP2-19,Marked,27/03/2021,c1,Pitfall,71
1163,8,WP2,wm,,Observed,27/03/2021,d6,Pitfall,
1164,8,WP2,op,,Observed,27/03/2021,d3,Pitfall,
1165,8,WP2,wm,,Observed,27/03/2021,d1,Onduline,
1166,8,WP2,op,WP2-0(34)0(34),Marked,27/03/2021,a2,Pitfall,65
1167,8,WP2,op,WP2-02(35)2,Marked,27/03/2021,f3,Pitfall,66
1168,8,WP2,op,WP2-(12)300,Marked,27/03/2021,b1,Pitfall,
1169,8,WP2,op,WP2-2(24)20,Marked,27/03/2021,a2,Pitfall,55
1170,8,WP2,op,WP2-300(25),Marked,27/03/2021,e1,Pitfall,61
1171,8,WP2,op,WP2-30(13)0,Marked,27/03/2021,e4,Pitfall,53
1172,8,WP2,op,WP2-3(24)30,Marked,27/03/2021,b2,Pitfall,61
1173,8,WP2,op,WP2-4(24)30,Marked,27/03/2021,f4,Pitfall,57
1174,8,WP2,op,WP2-4(35)04,Marked,27/03/2021,b2,Pitfall,63
1175,8,WP3,wm,,Observed,27/03/2021,e4,Onduline,
1176,8,WP3,op,,Observed,27/03/2021,b3,Pitfall,
1177,8,WP3,wm,S8-WP3-14,Marked,27/03/2021,a5,Pitfall,65
1178,8,WP3,wm,S8-WP3-15,Marked,27/03/2021,c5,Pitfall,32
1179,8,WP3,wm,S8-WP3-16,Marked,27/03/2021,c5,Pitfall,35
1180,8,WP3,wm,,Observed,27/03/2021,d4,Onduline,
1181,8,WP3,wm,,Observed,27/03/2021,d4,Onduline,
1182,8,WP3,wm,S8-WP3-9,Marked,27/03/2021,f3,Pitfall,65
1183,8,WP3,wm,S8-WP3-13,Marked,27/03/2021,f5,Pitfall,63
1184,8,WP3,wm,S8-WP3-8,Marked,27/03/2021,e3,Pitfall,67
1185,8,WP3,op,WP3-044(24),Marked,27/03/2021,e1,Pitfall,55
1186,8,WP3,op,WP3-(34)320,Marked,27/03/2021,e1,Pitfall,57
1187,8,WP3,op,WP3-23(35)0,Marked,27/03/2021,c5,Pitfall,51
1188,1,WP2,wm,,Observed,11/11/2017,a6,Onduline,
1189,1,WP2,wm,,Observed,11/11/2017,f4,Onduline,
1190,1,WP2,wm,,Observed,11/11/2017,e4,Onduline,
1191,1,WP2,wm,,Observed,11/11/2017,f2,Onduline,
1192,1,WP2,wm,,Observed,12/11/2017,e3,Onduline,
1193,1,WP2,wm,,Observed,15/11/2017,b5,Onduline,
1194,1,WP2,wm,,Observed,15/11/2017,c5,Onduline,
1195,1,WP2,wm,,Observed,15/11/2017,d4,Onduline,
1196,1,WP2,wm,,Observed,15/11/2017,d6,Onduline,
1197,1,WP2,wm,,Observed,15/11/2017,f3,Onduline,
1198,1,WP2,op,,Observed,16/11/2017,a2,Onduline,
1199,1,WP2,wm,,Observed,20/11/2017,f2,Onduline,
1200,1,MP2,op,,Observed,28/11/2017,f5,Onduline,
1201,2,WP2,wm,,Observed,5/01/2018,b5,Onduline,
1202,2,WP2,wm,,Observed,5/01/2018,f4,Onduline,
1203,2,WP2,wm,,Observed,8/01/2018,f3,Onduline,
1204,2,WP2,wm,,Observed,10/01/2018,f4,Onduline,
1205,2,WP2,op,,Observed,11/01/2018,c6,Onduline,
1206,2,MP2,op,,Observed,29/01/2018,b2,Pitfall,
1207,3,WP2,op,,Observed,8/03/2018,d1,Onduline,
1208,3,WP2,wm,,Observed,12/03/2018,b6,Onduline,
1209,3,WP2,wm,,Observed,12/03/2018,e5,Onduline,
1210,3,WP2,wm,,Observed,9/03/2018,c4,Onduline,
1211,3,WP2,op,,Observed,9/03/2018,c3,Onduline,
1212,3,WP2,wm,,Observed,9/03/2018,c2,Onduline,
1213,3,WP2,wm,,Observed,6/03/2018,e6,Onduline,
1214,3,WP2,op,,Observed,6/03/2018,a2,Onduline,
1215,3,WP2,wm,,Observed,6/03/2018,d2,Onduline,
1216,3,WP2,wm,,Observed,6/03/2018,f3,Onduline,
1217,3,WP2,wm,,Observed,13/03/2018,f1,Onduline,
1218,3,WP2,wm,,Observed,14/03/2018,c6,Onduline,
1219,3,WP2,wm,,Observed,14/03/2018,c6,Onduline,
1220,3,WP2,wm,,Observed,14/03/2018,c5,Onduline,
1221,3,WP2,wm,,Observed,13/03/2018,c5,Onduline,
1222,3,WP3,wm,,Observed,9/04/2018,d4,Onduline,
1223,3,MP1,wm,,Observed,3/04/2018,b2,Onduline,
1224,3,MP2,op,,Observed,8/03/2018,d1,Onduline,
1225,3,MP2,wm,,Observed,13/03/2018,a4,Onduline,
1226,3,MP2,wm,,Observed,13/03/2018,b6,Onduline,
1227,3,MP2,wm,,Observed,5/03/2018,d5,Onduline,
1228,3,MP2,wm,,Observed,5/03/2018,a5,Pitfall,
1229,3,MP2,op,,Observed,14/03/2018,c4,Onduline,
1230,3,MP2,wm,,Observed,5/03/2018,b5,Pitfall,
1231,4,WP2,op,,Observed,13/11/2018,a3,Onduline,
1232,4,WP2,wm,,Observed,13/11/2018,b6,Onduline,
1233,4,WP2,wm,,Observed,13/11/2018,c6,Onduline,
1234,4,WP2,op,,Observed,14/11/2018,a1,Onduline,
1235,4,WP2,wm,,Observed,14/11/2018,a2,Onduline,
1236,4,WP2,wm,,Observed,14/11/2018,a5,Onduline,
1237,4,WP2,wm,,Observed,14/11/2018,c2,Onduline,
1238,4,WP2,wm,,Observed,15/11/2018,b6,Onduline,
1239,4,WP2,wm,,Observed,15/11/2018,c1,Onduline,
1240,4,WP2,wm,,Observed,16/11/2018,a1,Pitfall,
1241,4,WP2,op,,Observed,16/11/2018,d1,Onduline,
1242,4,WP2,op,,Observed,16/11/2018,f5,Onduline,
1243,4,WP2,wm,,Observed,16/11/2018,f3,Onduline,
1244,4,WP2,op,,Observed,20/11/2018,f3,Onduline,
1245,4,WP2,wm,,Observed,22/11/2018,d6,Onduline,
1246,4,WP2,op,,Observed,23/11/2018,a6,Onduline,
1247,4,WP2,op,,Observed,23/11/2018,b3,Onduline,
1248,4,WP2,op,,Observed,23/11/2018,d1,Onduline,
1249,4,WP2,wm,,Observed,23/11/2018,f1,Onduline,
1250,4,WP2,wm,,Observed,23/11/2018,f1,Onduline,
1251,4,WP2,op,,Observed,23/11/2018,b1,Onduline,
1252,4,WP2,op,,Observed,27/11/2018,c4,Onduline,
1253,4,WP2,op,,Observed,28/11/2018,e1,Onduline,
1254,4,WP2,wm,,Observed,28/11/2018,e2,Onduline,
1255,4,WP2,op,,Observed,28/11/2018,e4,Onduline,
1256,4,WP2,op,,Observed,28/11/2018,c1,Onduline,
1257,4,WP2,op,,Observed,28/11/2018,b4,Onduline,
1258,4,WP2,op,,Observed,28/11/2018,b6,Onduline,
1259,4,WP2,op,,Observed,28/11/2018,a6,Onduline,
1260,4,WP2,wm,,Observed,28/11/2018,a1,Onduline,
1261,4,WP3,op,,Observed,28/11/2018,a3,Onduline,
1262,4,WP3,wm,,Observed,28/11/2018,a6,Onduline,
1263,4,WP3,wm,,Observed,28/11/2018,a6,Onduline,
1264,4,WP3,op,,Observed,28/11/2018,c3,Onduline,
1265,4,WP3,wm,,Observed,28/11/2018,c1,Onduline,
1266,4,WP3,op,,Observed,28/11/2018,d5,Pitfall,
1267,4,WP3,wm,,Observed,28/11/2018,d1,Onduline,
1268,4,WP3,op,,Observed,29/11/2018,a1,Onduline,
1269,4,WP3,wm,,Observed,29/11/2018,e3,Onduline,
1270,4,WP3,op,,Observed,29/11/2018,d4,Onduline,
1271,4,WP3,op,,Observed,5/12/2018,b4,Onduline,
1272,4,WP3,wm,,Observed,7/12/2018,e3,Onduline,
1273,4,WP3,op,,Observed,13/12/2018,b6,Onduline,
1274,4,WP3,op,,Observed,13/12/2018,d1,Onduline,
1275,4,WP3,wm,,Observed,13/12/2018,d5,Onduline,
1276,4,MP1,wm,,Observed,12/12/2018,b1,Onduline,
1277,4,MP2,wm,,Observed,13/11/2018,f3,Pitfall,
1278,4,MP2,wm,,Observed,15/11/2018,c1,Pitfall,
1279,4,MP2,wm,,Observed,21/11/2018,a1,Onduline,
1280,4,MP2,wm,,Observed,21/11/2018,a4,Onduline,
1281,4,MP2,wm,,Observed,21/11/2018,d5,Onduline,
1282,4,MP2,op,,Observed,23/11/2018,b5,Onduline,
1283,4,MP2,wm,,Observed,23/11/2018,c1,Onduline,
1284,4,MP2,op,,Observed,28/11/2018,b4,Onduline,
1285,4,MP2,op,,Observed,28/11/2018,d1,Onduline,
1286,4,MP2,op,,Observed,28/11/2018,c1,Onduline,
1287,4,MP2,op,,Observed,28/11/2018,e6,Onduline,
1288,4,MP2,op,,Observed,28/11/2018,f3,Onduline,
1289,4,MP2,wm,,Observed,28/11/2018,f6,Onduline,
1290,4,MP2,op,,Observed,29/11/2018,f6,Onduline,
1291,5,WP2,wm,,Observed,12/10/2019,a3,Onduline,
1292,5,WP2,wm,,Observed,12/10/2019,a2,Onduline,
1293,5,WP2,op,,Observed,12/10/2019,b3,Pitfall,
1294,5,WP2,op,,Observed,12/10/2019,c2,Onduline,
1295,5,WP2,op,,Observed,12/10/2019,a1,Pitfall,
1296,5,WP2,op,,Observed,13/10/2019,b1,Pitfall,
1297,5,WP2,wm,,Observed,13/10/2019,c6,Onduline,
1298,5,WP2,wm,,Observed,13/10/2019,e2,Pitfall,
1299,5,WP2,op,,Observed,17/10/2019,e4,Onduline,
1300,5,WP2,op,,Observed,17/10/2019,f5,Onduline,
1301,5,WP2,wm,,Observed,18/10/2019,d1,Onduline,
1302,5,WP3,op,,Observed,22/10/2019,b3,Onduline,
1303,5,WP3,wm,,Observed,22/10/2019,b4,Onduline,
1304,5,WP3,wm,,Observed,22/10/2019,e5,Onduline,
1305,5,WP3,wm,,Observed,22/10/2019,e5,Onduline,
1306,4,RE1,op,RE1-00(45)0,Marked,5/12/2018,a2,Pitfall,59
1307,5,WP3,op,,Observed,22/10/2019,d5,Onduline,
1308,4,RE1,oa,RE1-0443,Marked,5/12/2018,a4,Pitfall,54
1309,5,WP3,wm,,Observed,22/10/2019,d4,Onduline,
1310,4,RE1,op,RE1-0035,Marked,5/12/2018,a4,Pitfall,65
1311,5,WP3,op,,Observed,24/10/2019,e1,Pitfall,54
1312,4,RE1,op,RE1-0035,Marked,6/12/2018,a4,Pitfall,
1313,5,WP3,wm,,Observed,26/10/2019,a6,Onduline,
1314,4,RE1,op,RE1-0035,Marked,16/12/2018,a4,Pitfall,
1315,5,MP1,wm,,Observed,17/10/2019,a1,Onduline,
1316,4,RE1,oa,RE1-0300F,Marked,5/12/2018,d6,Pitfall,
1317,5,MP1,op,,Observed,17/10/2019,e4,Onduline,
1318,4,RE1,op,RE1-0333,Marked,5/12/2018,d4,Pitfall,54
1319,5,MP2,op,,Dead,29/10/2019,a5,Pitfall,
1320,4,RE1,op,RE1-0333,Marked,16/12/2018,c5,Pitfall,
1321,5,MP2,wm,,Observed,29/10/2019,b6,Onduline,
1322,4,RE1,oa,RE1-3240,Marked,4/12/2018,e6,Pitfall,59
1323,5,MP2,wm,,Observed,29/10/2019,b3,Onduline,
1324,4,RE1,oa,RE1-0202,Marked,4/12/2018,c3,Pitfall,56
1325,5,MP2,wm,,Observed,29/10/2019,c4,Onduline,
1326,4,RE1,op,RE1-5340,Marked,6/12/2018,e5,Onduline,41
1327,5,MP2,wm,,Observed,29/10/2019,d5,Onduline,
1328,4,RE1,op,RE1-4400,Marked,6/12/2018,b3,Pitfall,52
1329,5,MP2,wm,,Observed,30/10/2019,b4,Onduline,
1330,4,RE1,op,RE1-4400,Marked,17/12/2018,b2,Pitfall,
1331,5,MP2,op,,Observed,30/10/2019,a3,Onduline,
1332,4,RE1,op,RE1-0052J,Marked,6/12/2018,a1,Pitfall,43
1333,5,MP2,op,,Observed,30/10/2019,e6,Onduline,
1334,4,RE1,op,RE1-0332,Marked,6/12/2018,a5,Pitfall,47
1335,5,MP2,op,,Observed,30/10/2019,f6,Onduline,
1336,4,RE1,oa,RE1-0204,Marked,12/12/2018,e2,Pitfall,61
1337,5,MP2,wm,,Observed,31/10/2019,b4,Onduline,
1338,4,RE1,op,RE1-0022,Marked,12/12/2018,c1,Pitfall,52
1339,5,MP2,op,,Observed,31/10/2019,e4,Onduline,
1340,4,RE1,oa,RE1-2330,Marked,12/12/2018,a1,Pitfall,59
1341,5,MP2,op,,Observed,31/10/2019,e3,Onduline,
1342,4,RE1,oa,RE1-2350,Marked,12/12/2018,a4,Pitfall,58
1343,5,MP2,op,,Observed,3/11/2019,f5,Onduline,
1344,4,RE1,oa,RE1-2420,Marked,13/12/2018,e1,Pitfall,50
1345,5,MP2,wm,,Observed,3/11/2019,d5,Pitfall,32
1346,4,RE1,op,RE1-2440,Marked,13/12/2018,a2,Pitfall,56
1347,5,MP2,wm,,Observed,5/11/2019,d1,Pitfall,42
1348,4,RE1,op,RE1-2450,Marked,13/12/2018,a4,Pitfall,53
1349,4,RE1,op,RE1-2450,Marked,14/12/2018,a4,Pitfall,
1350,4,RE1,op,RE1-2410,Marked,13/12/2018,a5,Pitfall,49.5
1351,4,RE1,op,RE1-(2)(2345)00,Marked,13/12/2018,c1,Pitfall,40
1352,4,RE1,oa,RE1-4440,Marked,13/12/2018,d4,Pitfall,56
1353,4,RE1,op,RE1-3000,Marked,13/12/2018,c5,Pitfall,59
1354,4,RE1,op,RE1-(34)000,Marked,13/12/2018,e5,Pitfall,44
1355,4,RE1,op,RE1-0030,Marked,14/12/2018,a1,Pitfall,69
1356,4,RE1,op,RE1-0040b,Marked,14/12/2018,b2,Pitfall,60
1357,4,RE1,op,RE1-4450,Marked,14/12/2018,a3,Pitfall,49
1358,4,RE1,op,RE1-0015,Marked,14/12/2018,a4,Onduline,65
1359,4,RE1,op,RE1-4420,Marked,14/12/2018,a5,Pitfall,60
1360,4,RE1,oa,RE1-4410,Marked,14/12/2018,c2,Pitfall,56
1361,4,RE1,op,RE1-2203,Marked,14/12/2018,c3,Pitfall,48
1362,4,RE1,op,RE1-2(2345)00,Marked,16/12/2018,b1,Pitfall,46
1363,4,RE1,op,RE1-044(14),Marked,15/12/2018,a2,Pitfall,56
1364,4,RE1,op,RE1-5344,Marked,not recorded,,,42
1365,4,RE1,op,RE1-4003,Marked,15/12/2018,a4,Pitfall,
1366,4,RE1,op,RE1-0040a,Marked,15/12/2018,a4,Pitfall,56
1367,4,RE1,op,RE1-0040a,Marked,17/12/2018,a4,Pitfall,
1368,4,RE1,op,RE1-2250,Marked,17/12/2018,a4,Pitfall,43
1369,4,RE1,op,RE1-0100,Marked,15/12/2018,d6,Pitfall,61
1370,4,RE1,op,RE1-3450,Marked,17/12/2018,a5,Pitfall,47
1371,4,RE1,oa,RE1-2220,Marked,15/12/2018,e6,Pitfall,61
1372,4,RE1,oa,RE1-0052M,Marked,16/12/2018,e5,Pitfall,60
1373,4,RE1,oa,RE1-055(35),Marked,16/12/2018,d5,Pitfall,60
1374,4,RE1,oa,RE1-3300,Marked,15/12/2018,e2,Pitfall,
1375,4,RE1,oa,RE1-5053,Marked,16/12/2018,d2,Pitfall,38
1376,4,RE2,op,RE2-0003f,Marked,29/11/2018,b1,Onduline,63
1377,4,RE2,wm,S4-RE2-A,Marked,29/11/2018,c1,Onduline,67
1378,4,RE2,oa,RE2-0445A,Marked,29/11/2018,c2,Onduline,53
1379,4,RE2,oa,RE2-0443M,Marked,29/11/2018,e3,Pitfall,47
1380,4,RE2,oa,RE2-0442,Marked,29/11/2018,a3,Pitfall,37
1381,4,RE2,oa,RE2-0441,Marked,29/11/2018,d4,Pitfall,53
1382,4,RE2,op,RE2-0445p,Marked,29/11/2018,e4,Pitfall,50
1383,4,RE2,op,RE22-3504,Marked,29/11/2018,f6,Onduline,47
1384,4,RE2,oa,RE2-0112,Marked,29/11/2018,d6,Pitfall,53
1385,4,RE2,oa,RE2-0300M,Marked,30/11/2018,f6,Pitfall,56.5
1386,4,RE2,oa,RE2-2240,Marked,30/11/2018,a5,Pitfall,51.5
1387,4,RE2,oa,RE2-0230,Marked,30/11/2018,a4,Pitfall,56
1388,4,RE2,wm,S4-RE2-A,Marked,30/11/2018,c1,Onduline,
1389,4,RE2,oa,RE2-0235,Marked,30/11/2018,d1,Pitfall,47
1390,4,RE2,oa,RE2-0234,Marked,30/11/2018,a5,Pitfall,54
1391,4,RE2,oa,RE2-0234,Marked,7/12/2018,c6,Pitfall,
1392,4,RE2,oa,RE2-0(234)00,Marked,30/11/2018,a4,Pitfall,42
1393,4,RE2,oa,RE2-0233,Marked,30/11/2018,d3,Pitfall,48
1394,4,RE2,oa,RE2-0233,Marked,14/12/2018,d4,Pitfall,
1395,4,RE2,op,RE2-0334,Marked,5/12/2018,a5,Pitfall,57
1396,4,RE2,op,RE2-0423,Marked,4/12/2018,b5,Onduline,57
1397,4,RE2,op,RE2-0423,Marked,5/12/2018,c5,Pitfall,
1398,4,RE2,op,RE2-1052,Marked,5/12/2018,d6,Pitfall,55
1399,4,RE2,op,RE2-0435,Marked,5/12/2018,d4,Pitfall,51
1400,4,RE2,op,RE2-00(24)5,Marked,5/12/2018,c3,Pitfall,54
1401,4,RE2,op,RE2-0425b,Marked,5/12/2018,c2,Pitfall,49
1402,4,RE2,oa,RE2-0232,Marked,4/12/2018,a1,Pitfall,58
1403,4,RE2,oa,RE2-0232,Marked,12/12/2018,a1,Pitfall,
1404,4,RE2,oa,RE2-3230,Marked,4/12/2018,a2,Pitfall,46
1405,4,RE2,oa,RE2-000(23),Marked,4/12/2018,b3,Pitfall,54
1406,4,RE2,oa,RE2-2320,Marked,6/12/2018,a5,Pitfall,61
1407,4,RE2,op,RE2-0(23)0(23),Marked,6/12/2018,a5,Pitfall,54
1408,4,RE2,oa,RE2-2(23)00,Marked,6/12/2018,b4,Pitfall,38
1409,4,RE2,oa,RE2-2(23)00,Marked,14/12/2018,a5,Pitfall,
1410,4,RE2,op,RE2-2000,Marked,6/12/2018,c3,Onduline,47
1411,4,RE2,op,RE2-2320,Marked,6/12/2018,a1,Onduline,51
1412,4,RE2,op,RE2-0425b,Marked,6/12/2018,c2,Pitfall,50
1413,4,RE2,oa,RE2-0342,Marked,7/12/2018,a1,Pitfall,55
1414,4,RE2,op,RE2-2330,Marked,7/12/2018,d4,Pitfall,50
1415,4,RE2,op,RE2-2330,Marked,12/12/2018,d4,Pitfall,
1416,4,RE2,op,RE2-2340j,Marked,7/12/2018,a6,Pitfall,45
1417,4,RE2,oa,RE2-0032,Marked,11/12/2018,a1,Onduline,58
1418,4,RE2,op,RE2-2430,Marked,12/12/2018,f1,Pitfall,37
1419,4,RE2,op,RE2-4430,Marked,13/12/2018,a6,Pitfall,57
1420,4,RE2,op,RE2-0053,Marked,14/12/2018,b4,Pitfall,
