"","uID","Season","Grid","Species","ID","Capture_type","Date_capture","Station","Trap_type","SVL_mm","Site","inundated","BA","Season.centred"
"945",945,2018.23287671233,"RE2","op","RE2-0431","Marked","10/04/2018","b2","Onduline",56,"RE",0,0,-2.68242383411939
"946",946,2020.91530054645,"MP1","wm","S7-MP1-7","Marked","3/12/2020","b1","Pitfall",67,"MP",1,1,0
"948",948,2020.91530054645,"MP1","op","MP1-(34)300","Marked","3/12/2020","c5","Pitfall",50,"MP",1,1,0
"949",949,2018.23287671233,"RE2","op","RE2-0103","Marked","10/04/2018","c1","Onduline",52,"RE",0,0,-2.68242383411939
"951",951,2018.23287671233,"RE2","op","RE2-0425a","Marked","10/04/2018","d1","Onduline",52,"RE",0,0,-2.68242383411939
"952",952,2020.91530054645,"WP2","wm","S7-WP2-9","Marked ","3/12/2020","b2","Pitfall",60,"WP",0,1,0
"953",953,2018.23287671233,"RE2","op","RE2-0423","Marked","11/04/2018","b6","Onduline",55,"RE",0,0,-2.68242383411939
"954",954,2020.91530054645,"WP2","wm","S7-WP2-10","Marked ","3/12/2020","d5","Onduline",53,"WP",0,1,0
"955",955,2018.23287671233,"RE2","op","RE2-0422","Marked","11/04/2018","e3","Onduline",39,"RE",0,0,-2.68242383411939
"960",960,2020.91530054645,"WP2","wm","S7-WP2-11","Marked ","3/12/2020","f3","Onduline",35,"WP",0,1,0
"961",961,2018.23287671233,"RE2","op","RE2-0434f","Marked","11/04/2018","d3","Onduline",63,"RE",0,0,-2.68242383411939
"962",962,2020.91530054645,"WP2","op","WP2-(23)020","Marked","3/12/2020","a4","Pitfall",47,"WP",0,1,0
"963",963,2018.23287671233,"RE2","op","RE2-0355","Marked","11/04/2018","f2","Onduline",41,"RE",0,0,-2.68242383411939
"964",964,2020.91530054645,"WP2","op","WP2-(23)030","Marked","3/12/2020","b5","Pitfall",51,"WP",0,1,0
"966",966,2020.91530054645,"WP2","op","WP2-(23)040","Marked","3/12/2020","c5","Pitfall",62,"WP",0,1,0
"967",967,2018.23287671233,"RE2","op","RE2-40(34)0","Marked","12/04/2018","f4","Onduline",60,"RE",0,0,-2.68242383411939
"968",968,2020.91530054645,"WP2","op","WP2-(23)400","Marked","3/12/2020","f4","Pitfall",59,"WP",0,1,0
"969",969,2018.23287671233,"RE2","op","RE2-0405","Marked","12/04/2018","f3","Onduline",50,"RE",0,0,-2.68242383411939
"970",970,2020.91530054645,"WP3","wm","S7-WP3-3","Marked","3/12/2020","a5","Pitfall",62,"WP",1,1,0
"972",972,2020.91530054645,"WP3","wm","S7-WP3-8","Marked","3/12/2020","e4","Pitfall",65,"WP",1,1,0
"973",973,2018.23287671233,"RE2","op","RE2-0(12345)00","Marked","13/04/2018","f6","Onduline",67,"RE",0,0,-2.68242383411939
"974",974,2020.91530054645,"WP3","wm","S7-WP3-9","Marked","3/12/2020","b3","Pitfall",64,"WP",1,1,0
"975",975,2018.23287671233,"RE2","op","RE2-0354","Marked","13/04/2018","a4","Onduline",50,"RE",0,0,-2.68242383411939
"976",976,2020.91530054645,"WP3","wm","S7-WP3-10","Marked","3/12/2020","b3","Pitfall",67,"WP",1,1,0
"978",978,2020.91530054645,"WP3","wm","S7-WP3-11","Marked","3/12/2020","e3","Pitfall",62,"WP",1,1,0
"980",980,2020.91530054645,"WP3","wm","S7-WP3-12","Marked","3/12/2020","d3","Pitfall",67,"WP",1,1,0
"981",981,2018.23287671233,"RE2","op","RE2-0353","Marked","13/04/2018","c4","Onduline",54,"RE",0,0,-2.68242383411939
"982",982,2021.22739726027,"MP2","wm","S8-MP2-1","Marked","23/03/2021","a1","Pitfall",64,"MP",0,1,0.312096713825895
"983",983,2018.23287671233,"RE2","op","RE2-0352","Marked","13/04/2018","f2","Onduline",39,"RE",0,0,-2.68242383411939
"984",984,2021.22739726027,"MP2","wm","S8-MP2-2","Marked","23/03/2021","b1","Pitfall",70,"MP",0,1,0.312096713825895
"985",985,2018.23287671233,"RE2","op","RE2-5010","Marked","13/04/2018","b1","Onduline",67,"RE",0,0,-2.68242383411939
"986",986,2021.22739726027,"MP2","wm","S8-MP2-3","Marked","23/03/2021","a3","Pitfall",69,"MP",0,1,0.312096713825895
"987",987,2018.23287671233,"RE2","op","RE2-0104","Marked","13/04/2018","e1","Onduline",68,"RE",0,0,-2.68242383411939
"988",988,2021.22739726027,"MP2","wm","S8-MP2-- -","Marked","23/03/2021","a6","Pitfall",55,"MP",0,1,0.312096713825895
"990",990,2021.22739726027,"MP2","wm","S8-MP2-4","Marked","23/03/2021","b5","Pitfall",64,"MP",0,1,0.312096713825895
"991",991,2018.23287671233,"RE2","op","RE2-0500m","Marked","14/04/2018","f2","Pitfall",55,"RE",0,0,-2.68242383411939
"992",992,2021.22739726027,"MP2","wm","S8-MP2-5","Marked","23/03/2021","b6","Pitfall",67,"MP",0,1,0.312096713825895
"994",994,2021.22739726027,"MP2","op","MP2-5143","Marked","23/03/2021","","Pitfall",63,"MP",0,1,0.312096713825895
"995",995,2018.23287671233,"RE2","op","RE2-0343","Marked","14/04/2018","","Pitfall",39,"RE",0,0,-2.68242383411939
"996",996,2021.22739726027,"MP1","wm","S8-MP1-1","Marked","23/03/2021","e3","Pitfall",64,"MP",1,1,0.312096713825895
"998",998,2021.22739726027,"MP1","wm","S8-MP1-2","Marked","23/03/2021","d2","Pitfall",63,"MP",1,1,0.312096713825895
"999",999,2018.23287671233,"RE2","op","RE2-40(34)5","Marked","16/04/2018","b6","Pitfall",60,"RE",0,0,-2.68242383411939
"1000",1000,2021.22739726027,"MP1","wm","S8-MP1-3","Marked","23/03/2021","d1","Pitfall",67,"MP",1,1,0.312096713825895
"1001",1001,2018.23287671233,"RE2","op","RE2-020(234)","Marked","16/04/2018","b6","Pitfall",56,"RE",0,0,-2.68242383411939
"1003",1003,2018.23287671233,"RE2","op","RE2-0302","Marked","16/04/2018","b6","Pitfall",59,"RE",0,0,-2.68242383411939
"1005",1005,2018.23287671233,"RE2","op","RE2-0335m","Marked","16/04/2018","a4","Pitfall",51,"RE",0,0,-2.68242383411939
"1007",1007,2018.23287671233,"RE2","op","RE2-0334","Marked","16/04/2018","a4","Onduline",39,"RE",0,0,-2.68242383411939
"1008",1008,2021.22739726027,"WP2","wm","S8-WP2-1","Marked","23/03/2021","b6","Pitfall",66,"WP",0,1,0.312096713825895
"1009",1009,2018.23287671233,"RE2","op","RE2-003(45)","Marked","16/04/2018","f3","Onduline",58,"RE",0,0,-2.68242383411939
"1010",1010,2021.22739726027,"WP2","wm","S8-WP2-2","Marked","23/03/2021","a3","Pitfall",59,"WP",0,1,0.312096713825895
"1012",1012,2021.22739726027,"WP2","wm","S8-WP2-3","Marked","23/03/2021","c1","Pitfall",71,"WP",0,1,0.312096713825895
"1013",1013,2018.23287671233,"RE2","op","RE2-0304","Marked","16/04/2018","a1","Onduline",55,"RE",0,0,-2.68242383411939
"1014",1014,2021.22739726027,"WP2","wm","S8-WP2-4","Marked","23/03/2021","d1","Pitfall",58,"WP",0,1,0.312096713825895
"1016",1016,2021.22739726027,"WP2","wm","S8-WP2-5","Marked","23/03/2021","e1","Pitfall",69,"WP",0,1,0.312096713825895
"1017",1017,2021.22739726027,"WP2","op","","Observed","23/03/2021","c3","Pitfall",59,"WP",0,1,0.312096713825895
"1018",1018,2021.22739726027,"WP2","wm","S8-WP2-7","Marked","23/03/2021","e3","Pitfall",55,"WP",0,1,0.312096713825895
"1019",1019,2021.22739726027,"WP2","wm","S8-WP2-8","Marked","23/03/2021","d6","Pitfall",68,"WP",0,1,0.312096713825895
"1021",1021,2021.22739726027,"WP2","wm","S8-WP2-9","Marked","23/03/2021","e4","Pitfall",68,"WP",0,1,0.312096713825895
"1022",1022,2021.22739726027,"WP2","wm","S8-WP2-10","Marked","23/03/2021","c6","Pitfall",63,"WP",0,1,0.312096713825895
"1024",1024,2021.22739726027,"WP2","wm","S8-WP2-- -","Marked","23/03/2021","e5","Pitfall",43,"WP",0,1,0.312096713825895
"1026",1026,2021.22739726027,"WP2","wm","S8-WP2-12","Marked","23/03/2021","e5","Pitfall",58,"WP",0,1,0.312096713825895
"1028",1028,2021.22739726027,"WP3","wm","S8-WP3-1","Marked","23/03/2021","b4","Pitfall",58,"WP",1,1,0.312096713825895
"1029",1029,2021.22739726027,"WP3","wm","S8-WP3-3","Marked","23/03/2021","c4","Pitfall",63,"WP",1,1,0.312096713825895
"1030",1030,2021.22739726027,"WP3","wm","S8-WP3-- -","Marked","23/03/2021","c4","Pitfall",49,"WP",1,1,0.312096713825895
"1031",1031,2021.22739726027,"WP3","wm","S8-WP3-2","Marked","23/03/2021","c4","Pitfall",60,"WP",1,1,0.312096713825895
"1032",1032,2021.22739726027,"WP3","wm","S8-WP3-4","Marked","23/03/2021","c4","Pitfall",51,"WP",1,1,0.312096713825895
"1036",1036,2021.22739726027,"WP3","wm","S8-WP3-5","Marked","23/03/2021","c5","Pitfall",59,"WP",1,1,0.312096713825895
"1037",1037,2021.22739726027,"MP2","wm","S8-MP2-6","Marked","24/03/2021","a5","Onduline",65,"MP",0,1,0.312096713825895
"1038",1038,2021.22739726027,"MP2","wm","S8-MP2-7","Marked","24/03/2021","c6","Onduline",56,"MP",0,1,0.312096713825895
"1040",1040,2021.22739726027,"MP2","wm","S8-MP2-(8) * *","Marked","24/03/2021","e1","Pitfall",48,"MP",0,1,0.312096713825895
"1041",1041,2021.22739726027,"MP2","wm","S8-MP2-10","Marked","24/03/2021","e1","Pitfall",74,"MP",0,1,0.312096713825895
"1042",1042,2021.22739726027,"MP2","wm","S8-MP2-11","Marked","24/03/2021","e1","Pitfall",70,"MP",0,1,0.312096713825895
"1043",1043,2021.22739726027,"MP2","wm","S8-MP2-9","Marked","24/03/2021","e6","Pitfall",70,"MP",0,1,0.312096713825895
"1044",1044,2021.22739726027,"MP2","wm","S8-MP2-12","Marked","24/03/2021","e5","Pitfall",66,"MP",0,1,0.312096713825895
"1046",1046,2021.22739726027,"MP2","op","MP2-0(23)30","Marked","24/03/2021","b3","Pitfall",57,"MP",0,1,0.312096713825895
"1047",1047,2021.22739726027,"MP2","op","MP2-020(35)","Marked","24/03/2021","b5","Pitfall",49,"MP",0,1,0.312096713825895
"1048",1048,2021.22739726027,"MP2","op","MP2-00(35)0","Marked","24/03/2021","b3","Pitfall",66,"MP",0,1,0.312096713825895
"1049",1049,2021.22739726027,"MP2","op","MP2-4(35)00","Marked","24/03/2021","a4","Pitfall",57,"MP",0,1,0.312096713825895
"1050",1050,2021.22739726027,"MP2","op","MP2-4300","Marked","24/03/2021","c2","Pitfall",64,"MP",0,1,0.312096713825895
"1051",1051,2021.22739726027,"MP2","op","MP2-5102","Marked","24/03/2021","a5","Pitfall",65,"MP",0,1,0.312096713825895
"1052",1052,2021.22739726027,"MP1","wm","S8-MP1-2","Marked","24/03/2021","d1","Onduline",63,"MP",1,1,0.312096713825895
"1053",1053,2021.22739726027,"MP1","wm","S8-MP1-3","Marked","24/03/2021","c2","Pitfall",67,"MP",1,1,0.312096713825895
"1054",1054,2021.22739726027,"MP1","wm","S8-MP1-4","Marked","24/03/2021","e1","Pitfall",61,"MP",1,1,0.312096713825895
"1055",1055,2021.22739726027,"MP1","wm","S8-MP1-5","Marked","24/03/2021","e1","Pitfall",64,"MP",1,1,0.312096713825895
"1056",1056,2021.22739726027,"WP2","wm","S8-WP2-13","Marked","24/03/2021","b6","Onduline",69,"WP",0,1,0.312096713825895
"1059",1059,2021.22739726027,"WP2","wm","S8-WP2-0","Marked","24/03/2021","a2","Onduline",49,"WP",0,1,0.312096713825895
"1060",1060,2021.22739726027,"WP2","wm","S8-WP2-14","Marked","24/03/2021","d3","Pitfall",64,"WP",0,1,0.312096713825895
"1063",1063,2021.22739726027,"WP2","op","WP2-02(35)2","Marked","24/03/2021","f2","Pitfall",66,"WP",0,1,0.312096713825895
"1064",1064,2021.22739726027,"WP2","op","WP2-2(35)00","Marked","24/03/2021","b6","Pitfall",60,"WP",0,1,0.312096713825895
"1065",1065,2021.22739726027,"WP2","op","WP2-2300","Marked","24/03/2021","c1","Pitfall",58,"WP",0,1,0.312096713825895
"1066",1066,2021.22739726027,"WP3","wm","S8-WP3-6","Marked","24/03/2021","a4","Onduline",55,"WP",1,1,0.312096713825895
"1067",1067,2021.22739726027,"WP3","wm","S8-WP3-4","Marked","24/03/2021","b4","Pitfall",51,"WP",1,1,0.312096713825895
"1070",1070,2021.22739726027,"WP3","op","WP3-020(24)","Marked","24/03/2021","c3","Pitfall",54,"WP",1,1,0.312096713825895
"1071",1071,2021.22739726027,"MP2","wm","S8-MP2-(8) * *","Marked","25/03/2021","a4","Onduline",48,"MP",0,1,0.312096713825895
"1073",1073,2021.22739726027,"MP2","wm","S8-MP2-13","Marked","25/03/2021","f2","Pitfall",68,"MP",0,1,0.312096713825895
"1074",1074,2021.22739726027,"MP2","wm","S8-MP2-14","Marked","25/03/2021","f2","Pitfall",69,"MP",0,1,0.312096713825895
"1075",1075,2021.22739726027,"MP2","wm","S8-MP2-15","Marked","25/03/2021","f4","Pitfall",65,"MP",0,1,0.312096713825895
"1077",1077,2021.22739726027,"MP2","op","MP2-00(34)0","Marked","25/03/2021","c2","Pitfall",55,"MP",0,1,0.312096713825895
"1078",1078,2021.22739726027,"MP2","op","MP2-0(25)02","Marked","25/03/2021","a3","Pitfall",54,"MP",0,1,0.312096713825895
"1079",1079,2021.22739726027,"MP2","op","MP2-(235)320","Marked","25/03/2021","c4","Pitfall",64,"MP",0,1,0.312096713825895
"1080",1080,2021.22739726027,"MP2","op","MP2-00(35)0","Marked","25/03/2021","b4","Pitfall",66,"MP",0,1,0.312096713825895
"1081",1081,2021.22739726027,"MP2","op","MP2-20(25)0","Marked","25/03/2021","d1","Pitfall",55,"MP",0,1,0.312096713825895
"1082",1082,2021.22739726027,"MP2","op","MP2-3005","Marked","25/03/2021","b1","Pitfall",59,"MP",0,1,0.312096713825895
"1083",1083,2021.22739726027,"MP1","wm","S8-MP1-5","Marked","25/03/2021","d6","Pitfall",64,"MP",1,1,0.312096713825895
"1085",1085,2021.22739726027,"MP1","wm","S8-MP1-4","Marked","25/03/2021","b1","Pitfall",61,"MP",1,1,0.312096713825895
"1086",1086,2021.22739726027,"MP1","wm","S8-MP1-6","Marked","25/03/2021","f1","Pitfall",70,"MP",1,1,0.312096713825895
"1087",1087,2021.22739726027,"MP1","wm","S8-MP1-7","Marked","25/03/2021","a1","Pitfall",68,"MP",1,1,0.312096713825895
"1088",1088,2021.22739726027,"MP1","op","MP1-(23)002","Marked","25/03/2021","b2","Pitfall",54,"MP",1,1,0.312096713825895
"1089",1089,2021.22739726027,"WP2","wm","S8-WP2-15","Marked","25/03/2021","e1","Pitfall",67,"WP",0,1,0.312096713825895
"1090",1090,2021.22739726027,"WP2","wm","S8-WP2-***","Marked","25/03/2021","f4","Pitfall",45,"WP",0,1,0.312096713825895
"1091",1091,2021.22739726027,"WP2","wm","S8-WP2-16","Marked","25/03/2021","f1","Pitfall",60,"WP",0,1,0.312096713825895
"1092",1092,2021.22739726027,"WP2","wm","S8-WP2-17","Marked","25/03/2021","f2","Pitfall",61,"WP",0,1,0.312096713825895
"1093",1093,2021.22739726027,"WP2","wm","S8-WP2-18","Marked","25/03/2021","f2","Pitfall",62,"WP",0,1,0.312096713825895
"1095",1095,2021.22739726027,"WP2","op","WP2-0300","Marked","25/03/2021","e4","Pitfall",57,"WP",0,1,0.312096713825895
"1096",1096,2021.22739726027,"WP2","op","WP2-(34)2(34)0","Marked","25/03/2021","e1","Pitfall",68,"WP",0,1,0.312096713825895
"1097",1097,2021.22739726027,"WP2","op","WP2-20(25)0","Marked","25/03/2021","c1","Pitfall",60,"WP",0,1,0.312096713825895
"1098",1098,2021.22739726027,"WP2","op","WP2-300(25)","Marked","25/03/2021","e1","Pitfall",61,"WP",0,1,0.312096713825895
"1099",1099,2021.22739726027,"WP3","wm","S8-WP3-7","Marked","25/03/2021","f1","Pitfall",65,"WP",1,1,0.312096713825895
"1100",1100,2021.22739726027,"WP3","wm","S8-WP3-*","Marked","25/03/2021","e4","Onduline",30,"WP",1,1,0.312096713825895
"1101",1101,2021.22739726027,"WP3","wm","S8-WP3-8","Marked","25/03/2021","e3","Pitfall",67,"WP",1,1,0.312096713825895
"1102",1102,2021.22739726027,"WP3","wm","S8-WP3-**","Marked","25/03/2021","d5","Pitfall",29,"WP",1,1,0.312096713825895
"1103",1103,2021.22739726027,"WP3","wm","S8-WP3-***","Marked","25/03/2021","d5","Pitfall",30,"WP",1,1,0.312096713825895
"1104",1104,2021.22739726027,"WP3","wm","S8-WP3-9","Marked","25/03/2021","f5","Pitfall",65,"WP",1,1,0.312096713825895
"1105",1105,2021.22739726027,"WP3","wm","S8-WP3-10","Marked","25/03/2021","c6","Pitfall",66,"WP",1,1,0.312096713825895
"1106",1106,2021.22739726027,"WP3","op","WP3-020(24)","Marked","25/03/2021","c1","Pitfall",56,"WP",1,1,0.312096713825895
"1107",1107,2021.22739726027,"WP3","op","WP3-0300","Marked","25/03/2021","d2","Pitfall",35,"WP",1,1,0.312096713825895
"1109",1109,2021.22739726027,"MP2","wm","S8-MP2-16","Marked","26/03/2021","f3","Pitfall",71,"MP",0,1,0.312096713825895
"1110",1110,2021.22739726027,"MP2","wm","S8-MP2-17","Marked","26/03/2021","f3","Pitfall",71,"MP",0,1,0.312096713825895
"1111",1111,2021.22739726027,"MP2","op","MP2-00(24)(24)","Marked","26/03/2021","b2","Pitfall",55,"MP",0,1,0.312096713825895
"1112",1112,2021.22739726027,"MP2","op","MP2-0(23)30","Marked","26/03/2021","c3","Pitfall",57,"MP",0,1,0.312096713825895
"1113",1113,2021.22739726027,"MP2","op","MP2-0(24)(24)0","Marked","26/03/2021","c1","Pitfall",56,"MP",0,1,0.312096713825895
"1114",1114,2021.22739726027,"MP2","op","MP2-0344","Marked","26/03/2021","d1","Pitfall",60,"MP",0,1,0.312096713825895
"1115",1115,2021.22739726027,"MP2","op","MP2-(35)200","Marked","26/03/2021","f3","Pitfall",55,"MP",0,1,0.312096713825895
"1116",1116,2021.22739726027,"MP2","op","MP2-3005","Marked","26/03/2021","c2","Pitfall",59,"MP",0,1,0.312096713825895
"1117",1117,2021.22739726027,"MP2","op","MP2-4300","Marked","26/03/2021","a3","Pitfall",64,"MP",0,1,0.312096713825895
"1118",1118,2021.22739726027,"MP1","wm","S8-MP1-8","Marked","26/03/2021","a6","Pitfall",62,"MP",1,1,0.312096713825895
"1119",1119,2021.22739726027,"MP1","wm","S8-MP1-7","Marked","26/03/2021","b1","Onduline",68,"MP",1,1,0.312096713825895
"1120",1120,2021.22739726027,"MP1","wm","S8-MP1-9","Marked","26/03/2021","b1","Pitfall",69,"MP",1,1,0.312096713825895
"1121",1121,2021.22739726027,"MP1","wm","S8-MP1-10","Marked","26/03/2021","b1","Onduline",67,"MP",1,1,0.312096713825895
"1122",1122,2021.22739726027,"MP1","op","MP1-0(24)(24)0","Marked","26/03/2021","c5","Pitfall",50,"MP",1,1,0.312096713825895
"1123",1123,2021.22739726027,"MP1","op","MP1-(34)300","Marked","26/03/2021","c3","Pitfall",52,"MP",1,1,0.312096713825895
"1124",1124,2021.22739726027,"WP2","wm","S8-WP2-12","Marked","26/03/2021","e1","Pitfall",63,"WP",0,1,0.312096713825895
"1125",1125,2021.22739726027,"WP2","op","WP2-00(23)5","Marked","26/03/2021","a2","Pitfall",72,"WP",0,1,0.312096713825895
"1126",1126,2021.22739726027,"WP2","op","WP2-00(34)5","Marked","26/03/2021","b2","Pitfall",64,"WP",0,1,0.312096713825895
"1127",1127,2021.22739726027,"WP2","op","WP2-00(35)(13)","Marked","26/03/2021","f2","Pitfall",67,"WP",0,1,0.312096713825895
"1128",1128,2021.22739726027,"WP2","op","WP2-0(24)(24)0","Marked","26/03/2021","b6","Pitfall",52,"WP",0,1,0.312096713825895
"1129",1129,2021.22739726027,"WP2","op","WP2-(34)004","Marked","26/03/2021","b1","Pitfall",55,"WP",0,1,0.312096713825895
"1130",1130,2021.22739726027,"WP2","op","WP2-0(34)0(34)","Marked","26/03/2021","b1","Pitfall",65,"WP",0,1,0.312096713825895
"1131",1131,2021.22739726027,"WP2","op","WP2-0(35)0(35)","Marked","26/03/2021","b1","Pitfall",55,"WP",0,1,0.312096713825895
"1133",1133,2021.22739726027,"WP2","op","WP2-03(12)0","Marked","26/03/2021","e5","Pitfall",57,"WP",0,1,0.312096713825895
"1134",1134,2021.22739726027,"WP2","op","WP2-0400","Marked","26/03/2021","c4","Pitfall",34,"WP",0,1,0.312096713825895
"1135",1135,2021.22739726027,"WP2","op","WP2-(35)400","Marked","26/03/2021","b1","Pitfall",58,"WP",0,1,0.312096713825895
"1136",1136,2021.22739726027,"WP2","op","WP2-2(24)03","Marked","26/03/2021","f1","Pitfall",63,"WP",0,1,0.312096713825895
"1137",1137,2021.22739726027,"WP2","op","WP2-2300","Marked","26/03/2021","e1","Pitfall",58,"WP",0,1,0.312096713825895
"1138",1138,2021.22739726027,"WP2","op","WP2-300(25)","Marked","26/03/2021","e1","Pitfall",61,"WP",0,1,0.312096713825895
"1139",1139,2021.22739726027,"WP2","op","WP2-30(13)0","Marked","26/03/2021","e5","Pitfall",53,"WP",0,1,0.312096713825895
"1140",1140,2021.22739726027,"WP2","op","WP2-500(13)","Marked","26/03/2021","b2","Pitfall",62,"WP",0,1,0.312096713825895
"1142",1142,2021.22739726027,"WP3","wm","S8-WP3-11","Marked","26/03/2021","a3","Pitfall",63,"WP",1,1,0.312096713825895
"1143",1143,2021.22739726027,"WP3","wm","S8-WP3-12","Marked","26/03/2021","b6","Pitfall",65,"WP",1,1,0.312096713825895
"1145",1145,2021.22739726027,"WP3","op","WP3-0(24)(24)0","Marked","26/03/2021","c1","Pitfall",59,"WP",1,1,0.312096713825895
"1146",1146,2021.22739726027,"WP3","op","WP3-(35)20(35)","Marked","26/03/2021","b6","Pitfall",50,"WP",1,1,0.312096713825895
"1148",1148,2021.22739726027,"MP2","wm","S8-MP2-18","Marked","27/03/2021","d3","Pitfall",70,"MP",0,1,0.312096713825895
"1149",1149,2021.22739726027,"MP2","wm","S8-MP2-- -","Marked","27/03/2021","f1","Onduline",31,"MP",0,1,0.312096713825895
"1150",1150,2021.22739726027,"MP2","op","MP2-0(23)00","Marked","27/03/2021","d6","Pitfall",34,"MP",0,1,0.312096713825895
"1151",1151,2021.22739726027,"MP2","op","MP2-2(23)40","Marked","27/03/2021","a3","Pitfall",60,"MP",0,1,0.312096713825895
"1152",1152,2021.22739726027,"MP2","op","MP2-3(23)40","Marked","27/03/2021","f6","Pitfall",63,"MP",0,1,0.312096713825895
"1153",1153,2021.22739726027,"MP2","op","MP2-020(35)","Marked","27/03/2021","d6","Pitfall",50,"MP",0,1,0.312096713825895
"1154",1154,2021.22739726027,"MP2","op","MP2-400(34)","Marked","27/03/2021","c2","Pitfall",55,"MP",0,1,0.312096713825895
"1155",1155,2021.22739726027,"MP2","op","MP2-4(35)00","Marked","27/03/2021","a3","Pitfall",57,"MP",0,1,0.312096713825895
"1156",1156,2021.22739726027,"MP1","wm","S8-MP1-11","Marked","27/03/2021","b6","Pitfall",68,"MP",1,1,0.312096713825895
"1157",1157,2021.22739726027,"MP1","wm","S8-MP1-12","Marked","27/03/2021","a5","Pitfall",65,"MP",1,1,0.312096713825895
"1158",1158,2021.22739726027,"MP1","wm","S8-MP1-10","Marked","27/03/2021","a1","Pitfall",67,"MP",1,1,0.312096713825895
"1159",1159,2021.22739726027,"MP1","wm","S8-MP1-9","Marked","27/03/2021","a1","Pitfall",69,"MP",1,1,0.312096713825895
"1160",1160,2021.22739726027,"MP1","op","MP1-(34)300","Marked","27/03/2021","a1","Pitfall",52,"MP",1,1,0.312096713825895
"1161",1161,2021.22739726027,"MP1","op","MP1-2(23)40","Marked","27/03/2021","a1","Pitfall",51,"MP",1,1,0.312096713825895
"1162",1162,2021.22739726027,"WP2","wm","S8-WP2-19","Marked","27/03/2021","c1","Pitfall",71,"WP",0,1,0.312096713825895
"1166",1166,2021.22739726027,"WP2","op","WP2-0(34)0(34)","Marked","27/03/2021","a2","Pitfall",65,"WP",0,1,0.312096713825895
"1167",1167,2021.22739726027,"WP2","op","WP2-02(35)2","Marked","27/03/2021","f3","Pitfall",66,"WP",0,1,0.312096713825895
"1169",1169,2021.22739726027,"WP2","op","WP2-2(24)20","Marked","27/03/2021","a2","Pitfall",55,"WP",0,1,0.312096713825895
"1170",1170,2021.22739726027,"WP2","op","WP2-300(25)","Marked","27/03/2021","e1","Pitfall",61,"WP",0,1,0.312096713825895
"1171",1171,2021.22739726027,"WP2","op","WP2-30(13)0","Marked","27/03/2021","e4","Pitfall",53,"WP",0,1,0.312096713825895
"1172",1172,2021.22739726027,"WP2","op","WP2-3(24)30","Marked","27/03/2021","b2","Pitfall",61,"WP",0,1,0.312096713825895
"1173",1173,2021.22739726027,"WP2","op","WP2-4(24)30","Marked","27/03/2021","f4","Pitfall",57,"WP",0,1,0.312096713825895
"1174",1174,2021.22739726027,"WP2","op","WP2-4(35)04","Marked","27/03/2021","b2","Pitfall",63,"WP",0,1,0.312096713825895
"1177",1177,2021.22739726027,"WP3","wm","S8-WP3-14","Marked","27/03/2021","a5","Pitfall",65,"WP",1,1,0.312096713825895
"1178",1178,2021.22739726027,"WP3","wm","S8-WP3-15","Marked","27/03/2021","c5","Pitfall",32,"WP",1,1,0.312096713825895
"1179",1179,2021.22739726027,"WP3","wm","S8-WP3-16","Marked","27/03/2021","c5","Pitfall",35,"WP",1,1,0.312096713825895
"1182",1182,2021.22739726027,"WP3","wm","S8-WP3-9","Marked","27/03/2021","f3","Pitfall",65,"WP",1,1,0.312096713825895
"1183",1183,2021.22739726027,"WP3","wm","S8-WP3-13","Marked","27/03/2021","f5","Pitfall",63,"WP",1,1,0.312096713825895
"1184",1184,2021.22739726027,"WP3","wm","S8-WP3-8","Marked","27/03/2021","e3","Pitfall",67,"WP",1,1,0.312096713825895
"1185",1185,2021.22739726027,"WP3","op","WP3-044(24)","Marked","27/03/2021","e1","Pitfall",55,"WP",1,1,0.312096713825895
"1186",1186,2021.22739726027,"WP3","op","WP3-(34)320","Marked","27/03/2021","e1","Pitfall",57,"WP",1,1,0.312096713825895
"1187",1187,2021.22739726027,"WP3","op","WP3-23(35)0","Marked","27/03/2021","c5","Pitfall",51,"WP",1,1,0.312096713825895
"1306",1306,2018.93150684932,"RE1","op","RE1-00(45)0","Marked","5/12/2018","a2","Pitfall",59,"RE",0,0,-1.98379369713302
"1310",1310,2018.93150684932,"RE1","op","RE1-0035","Marked","5/12/2018","a4","Pitfall",65,"RE",0,0,-1.98379369713302
"1311",1311,2019.81369863014,"WP3","op","","Observed","24/10/2019","e1","Pitfall",54,"WP",1,0,-1.10160191631121
"1318",1318,2018.93150684932,"RE1","op","RE1-0333","Marked","5/12/2018","d4","Pitfall",54,"RE",0,0,-1.98379369713302
"1326",1326,2018.93150684932,"RE1","op","RE1-5340","Marked","6/12/2018","e5","Onduline",41,"RE",0,0,-1.98379369713302
"1328",1328,2018.93150684932,"RE1","op","RE1-4400","Marked","6/12/2018","b3","Pitfall",52,"RE",0,0,-1.98379369713302
"1332",1332,2018.93150684932,"RE1","op","RE1-0052J","Marked","6/12/2018","a1","Pitfall",43,"RE",0,0,-1.98379369713302
"1334",1334,2018.93150684932,"RE1","op","RE1-0332","Marked","6/12/2018","a5","Pitfall",47,"RE",0,0,-1.98379369713302
"1338",1338,2018.93150684932,"RE1","op","RE1-0022","Marked","12/12/2018","c1","Pitfall",52,"RE",0,0,-1.98379369713302
"1345",1345,2019.81369863014,"MP2","wm","","Observed","3/11/2019","d5","Pitfall",32,"MP",0,0,-1.10160191631121
